"text","language","style"
"advancing China into the Olympic men #39;s basketball quarter-finals. nis #39;s greatest rivalry has retired (Pete Sampras), the other half is still going strong. Andre Agassi and the rest of his professional tennis crew rolled into Washington, DC, this past week for the annual Legg Mason Tennis Classic. Olympics: Beach party-ball The Olympic beach volleyball venue is out in the coastal village of Faliro,","en","news"
"to offer in-flight Wi-Fi access so ""road warriors"" can go online at 30, the companies said in a joint statement. Internet networking giant Cisco Systems agreed to acquire closely held Internet protocol service provider P-Cube for 200 million dollars in cash and options. Intel Corp. (INTC. O) this week is\expected to introduce a chip that adds support for a relatively\obscure version of Wi-Fi,","en","news"
"Endless sun and sea. And a front-row seat  for the Olympics to boot. Bill Nylander survived Hurricane Charley, but the storm still managed to hurt him days after it cut a swath of destruction through his hometown. Heavy fighting has broken out between US troops and Shi #39;ite militiamen in the Iraqi city of Najaf after a peace delegation failed to broker a truce to end nearly two weeks of clashes.","en","news"
"ARMHY) tumbled 19 on Monday in response to the company #39;s buyout offer initially valued at \$913 million Consumers set for huge bill rises British Gas have announced a large bill increase for its millions of customers. The energy giant said household gas bills would rise by 12. Oil prices fell sharply to \$45 on  Tuesday,","en","news"
"Arctic team reaches destination A team of British explorers, who are retracing the steps of a Victorian  pioneer, have reached Thom Bay. Shuttle camera to watch fuel tank The space shuttle's external fuel tank, implicated in the 2003 Columbia disaster, is to get its own camera. Hubble peers at celestial bubble The Hubble Space Telescope has looked into a bubble of gas and dust being inflated by a young star's particles.","en","news"
"Fleet Bank to lay off workers Hundreds of branch employees at Fleet Bank, one of the largest banks in Philadelphia and now part of Bank of America, are being laid off Wednesday across the Northeast. Intuit Inc. (INTU. O: Quote, Profile, Research), maker of the No. on Wednesday posted a wider quarterly loss from a year earlier after taking a goodwill impairment charge during its.","en","news"
"Accounting fix aids Toys R Us Toys R Us Inc. swung to a profit in its second fiscal quarter from a loss a year ago, buoyed by a reversal of \$200 million in income tax reserves. Technology shares closed mostly higher Monday, with semiconductor-related stocks extending the gains made last week as Artisan Components soared on word that UK-based ARM Holdings agreed to buy the chip-design company.","en","news"
"Fiji's Vijay Singh held his  composure to win the 86th U. S. PGA Championship in a three-way  playoff on Sunday, clinching the third major title of his  career. American sprinter Lauryn Williams said  on Monday she would have no problem competing on the same team  as Marion Jones in the Olympic 4x100 meters relay.","en","news"
"voicemails and e-mails wherever customers designate. By Elisa Batista. Paid Search Growth May Slow A new Internet advertising forecast shows a slowdown in paid search listings in the next five years. Will the projection affect Google's prospects when it goes public? Fark Sells Out. France Surrenders Blogs are the hottest thing on the Net,","en","news"
"Georgia Says 6 Soldiers Killed in Latest Clashes in South Ossetia Georgian military officials say at least six Georgian soldiers have been killed and at least seven others wounded in overnight clashes in Georgia #39;s breakaway region of South Ossetia. UK Prime Minister Tony Blair has changed his holiday plans following Wednesday #39;s discovery of two explosive devices near Italian Prime Minister Silvio Berlusconi #39;s Sardinian villa,","en","news"
"Five Palestinians killed Israeli attack that targeted Hamas activist in Gaza City JERUSALEM Israel set off a mysterious explosion in an olive grove near the house of a senior Hamas activist Wednesday, killing five Palestinians and wounding seven. The strike came just before Prime Minister Ariel Sharon faced a key party test linked to.","en","news"
"Crude Oil Futures Fall a 3rd Day as Iraq Increases Shipments Crude oil futures fell for a third day as Iraq, the sixth-largest supplier to the US, increased shipments to tankers for the first time in two weeks. The Philippines was in the midst of a fiscal crisis and the public should be prepared to make sacrifices,","en","news"
"edging out Brazilian Alex Barros at the end of the rain-affected second qualifying session. Swiss pair eliminates Holdren, Metzger Stein Metzger screamed, as if the noise would somehow keep the ball off the sand for an extra split second. He threw his body parallel to the ground, but the ball bounced inches out of his reach,","en","news"
"Ohio sues Best Buy for alleged unfair business practices YESTERDAY THE STATE OF OHIO sued Best Buy for alleged unfair and deceptive business practices. Ohio state is claiming the company repackaged used goods and sold them as if they were new, as well as not honouring rebates, refunds, exchange programs and.","en","news"
"Other enhancements include support for XPath 2. which allows the selection of a portion of an XML document, and support for the PHP API, which enables developers using the PHP scripting languages to work with XML documents. A group called JGR Acquisition made the winning, #36;15. When Office Depot, Inc.","en","news"
"Bangladesh paralysed by strikes Opposition activists have brought many towns and cities in Bangladesh to a halt, the day after 18 people died in explosions at a political rally. India withdraws patronage to EU visits in J amp;K Furious with a  quot;biased quot; and interventionist report by a European parliamentary delegation,","en","news"
"Qantas  #39;must open its register #39; if BA sells QANTAS should open up its share register rather than seek another airline owner if British Airways ever decided to sell its stake, Qantas chief executive Geoff Dixon said yesterday. Rail defect likely case of Pilbara derailment The company managing Rio Tinto iron ore #39;s rail lines in the Pilbara,","en","news"
"S. -led military operation in Najaf. F. B. I. Goes Knocking for Political Troublemakers The F. B. I. has been questioning demonstrators in an effort to forestall violent protests at the Republican National Convention. Tropical Storm Earl unleashed heavy rains and violent winds that felled trees and ripped off roofs Sunday in the eastern Caribbean,","en","news"
"Lessons from Google IPO The recently concluded IPO by Google, the Internets most popular search engine, generated more buzz than usual for several reasons. UPDATE 4-El Paso sees \$2. gas asset value El Paso Corp. (EP. N: Quote, Profile, Research) on Monday disclosed the full damage from its drastic cut in reserves earlier this year,","en","news"
"Is this a winning strategy? Executive Compensation Post staff writer David Hilzenrath and editor Mike Flagg discuss which local executives have the sweetest deals. Kmart: Retail or Real Estate? Lately, the company's retail operation has been lagging behind sales of its locations. Intelsat is to be sold to four private  equity firms for \$3.","en","news"
"The Israeli government on Tuesday issued bids for 1, in a violation of an internationally backed peace plan, but insisted the construction has the tacit approval of one of the backers, the US. Medics GAZA (Reuters) - An explosion tore through the home of a senior Hamas militant in Gaza on Wednesday,","en","news"
"who replaced Darrell Wills, formerly of IMG but now decertified) and hired a third ( Pat Dye Jr. ), first-round pick Benjamin Watson signed a six-year contract and reported to training camp yesterday. A bit of a head-scratcher In many professional leagues recently, the defending champion has had a smooth start to the season.","en","news"
"S. health officials on Tuesday\approved the importation of up to 4 million doses of influenza\vaccine made by GlaxoSmithKline, bringing the\U. S. total to 65 million vaccines for this flu season. Delta Air Lines Inc. the number three  U. S. carrier, plans more job cuts as it struggles to avoid  bankruptcy,","en","news"
"U. S. stocks were set to open higher on  Tuesday after an economic report showed U. S. consumer prices  dropped in July for the first time in eight months and another  report said U. S. housing starts rebounded sharply in July. Treasury debt prices firmed on Tuesday  after a key reading of U.","en","news"
"say experts. Scientists given cloning go-ahead The first request by British scientists to clone human embryos has been granted by experts. Vandals damage bird reserve A disturbance free zone for nesting birds is put at risk by vandals who cut down the boundary fence. Heat waves set to become 'brutal' Heat waves in the 21st Century will be more intense,","en","news"
"says a British expert on energy markets. Race row as Mbeki blood rejected SA's blood service faces questions after President Mbeki's blood is destroyed because he is black. Nepal confirmed on Monday that 13 of  its citizens had been kidnapped by an Islamic group in Iraq and  appealed for their release.","en","news"
"BEA packages Web application tools BEA Systems is set to release a new all-in-one package on Monday to help software partners create and install Web applications more quickly. Aug. with EDS as Charter Member. News: Meet the Peeping Tom worm A worm that has the capability to using webcams to spy on users is circulating across the Net.","en","news"
"Sheppard makes semi-finals Britain's Alison Sheppard coasts into the women's 50m freestyle semi-finals. Aaron Peirsol was reminded last night of a lesson he probably learned as a child: It doesn #39;t pay to make the umpire angry. Deakes wins bronze in 20km walk Australian walker Nathan Deakes has won the Olympic bronze medal in the 20 kilometre walk,","en","news"
"though higher grain costs kept profit below analysts #39; expectations. Agfa-Gevaert, one of the oldest names in the photography business, said on Thursday that it was selling its consumer film and photo labs business to the team running it to focus on its more profitable medical imaging and. A global oversupply of large-sized liquid  crystal displays (LCDs) is forecast to peak in the third  quarter of this year,","en","news"
"Update 1: Toshiba, Memory-Tech Develop New DVD Two Japanese companies said Tuesday they have developed a DVD that can play on both existing machines and the upcoming high-definition players, raising hopes for a smooth transition as more people dump old TV sets for better screens. Microsoft tries to clear confusion over SP2 A week after releasing Windows XP Service Pack 2 to enterprises,","en","news"
"Mastering Madden NFL isn #39;ta snap It #39;s that time of year again, when normally affable, outgoing people abandon their families for hours at a time to stare enraptured at their TV screens. Report More than half of all US residential Internet users reached the Web via fast broadband connections in July,","en","news"
"In these video game halls, nobody gets hurt. But real-life violence has flared around some of these businesses, prompting municipal crackdowns. HP's Fiorina stood up by Argentina's President &lt;strong&gt;HP World&lt;/strong&gt; Belly bands and three-legged stools News: TRMM Sees Rain from Hurricanes Fall Around the World Since rain and freshwater flooding are the number one causes of death from hurricanes in the United States over the last 30 years,","en","news"
"boosted by an increase in demand for passenger HHG buoyed by return to profits British insurer and fund manager HHG was back in the black at the half-year stage today as it recovered from losses of 902m (1. ATA says its not leaving Midway Airport INDIANAPOLIS ATA Airlines is denying reports that it wants to sell its gates at Chicago #39;s Midway Airport.","en","news"
"Several species of sea turtles in Malaysia could vanish in a few years, largely due to illegal poaching of the creatures and their eggs, scientists warned on Wednesday. For more than a year, Apple Computers Inc. enjoyed singular success selling songs exclusively to users of its iPod portable music player.","en","news"
"a state-run newspaper reported Thursday. The launch, expected sometime this month, will initially send a manned craft, the Shenzhou 5, into an oval orbit that at its closest will be 125 miles from Earth, the Liberation Daily reported, citing ""relevant channels. ""    After circling the earth several times, the ship will enter an orbit at about 220 miles from earth,","en","news"
"Equatorial Guinea Trial Begins for Alleged Coup Plotters The trial of 14 South African and Armenian men held since March for allegedly planning to overthrow the president of Equatorial Guinea is under way after several delays. Iranian President Mohammad Khatami said Monday that his government is not supporting the uprising by Iraqi cleric Muqtada al-Sadr,","en","news"
"and someone mentioned Vijay Singh. Former International Boxing  Federation (IBF) super flyweight champion Robert Quiroga was  killed early Monday, police said. Australia's Ian Thorpe won the gold  medal in the men's 200 meters freestyle, dubbed the ""race of  the century, "" at the Athens Olympics on Monday. The trial in the Kobe Bryant rape\case looked set to go ahead later this month after the state's\highest court ruled against prosecutors on Monday over a key\piece of evidence in the high-profile case.","en","news"
"but that didn #39;t stop the Phoenix Coyotes from giving him the veteran right wing a three-year contract. Roddick escapes, Federer doesn #39;t at Olympics Andy Roddick and Roger Federer both found themselves mired in three-set struggles Tuesday night at the Olympics. Giants will give Eli first start Thursday No.","en","news"
"it didn #39;t look good: The son of the late President Ronald Reagan, the party #39;s modern savior, addressing Solution Technology is acquired Michigan-based Logicalis paying \$15. By Norm Heikens. Solution Technology Inc. Concept virus works on AMD64 Virus writers have created a proof-of-concept file infector specifically for machines that run Advanced Micro Devices Inc.","en","news"
"serving more than 1, UPDATE 1-SEC, NASD probing Jefferies trader #39;s gifts -WSJ US market regulators are looking into whether a Jefferies Group Inc. (JEF. N: Quote, Profile, Research) trader violated rules that prohibit expensive gift-giving in a bid to curry Report: J amp;J in Talks to Acquire Guidant Health care giant Johnson  amp; Johnson is reportedly in advanced negotiations to acquire medical device maker Guidant Corp.","en","news"
"Dutch Firm Beats Apple to Punch A music retailer from the Netherlands beats Apple by launching a download service in Europe's latest market battleground. Also: Movie industry wrests agreement from defunct company. Microsoft challenges Photoshop   hellip;. and more. HP to Buy Synstar Hewlett-Packard will pay \$297 million for the British company.","en","news"
"US tanks advance towards shrine: Heavy clashes in Najaf NAJAF, Aug 22: Heavy clashes flared between US troops and militiamen in Najaf on Sunday after the suspension of a proposed hand over of the militia #39;s shrine stronghold to Iraq #39;s religious leadership. US journalist Micah Garen was set free Sunday after being held hostage by kidnappers in Iraq for more than a week,","en","news"
"A barrel of light crude was quoted at \$48. up 20 cents, on the New York Mercantile Exchange after setting a new intraday record earlier in the session at \$49. Militiamen loyal to rebel Shiite cleric Muqtada al-Sadr on Friday removed weapons from the revered Imam Ali Shrine in Najaf in a step aimed at ending the 2-week-old uprising centered on the holy site.","en","news"
"Oil prices fell  #36;1 below record highs\on Tuesday as fears over supply disruptions in Venezuela eased\after President Hugo Chavez won a vote on his rule. Japanese shares rebounded from  three-month lows on Tuesday but stubbornly high oil prices and  concern over their impact on corporate earnings capped gains. Mass. still a no-go for Geic Geico Corp.","en","news"
"California sues Mirant, alleges energy scheme California sued Mirant Corp. a bankrupt US power producer, accusing it of rigging electricity markets during the 2000-2001 energy crisis that led to rolling blackouts and a tenfold increase in consumer energy prices. Google Lowers Its Sights as Demand Proves Weak Google's final share price was \$85,","en","news"
"The batteries being recalled could potentially overheat, though no injuries relating. Learning to write with classroom blogs Last spring Marisa Dudiak took her second-grade class in Frederick County, Maryland, on a field trip to an American Indian farm. US retail sales over the Internet rose 0. a government report. It #39;s a 60-mile drive off the main highway in South Africa #39;s Northern Cape to this 19th century wool-producing town,","en","news"
"Steve Percassi, and his 28-year-old son, Steve Jr. Americans Holly McPeak and Elaine Youngs  beat an injured Natalie Cook and partner Nicole Sanderson of  Australia to claim the bronze medal in the Olympic women's  beach volleyball competition Tuesday. Rangers coach calls on fans to back spurned Australian Olympian Rangers coach Alex McLeish has called on fans to back the likely return of Australian Olympian Craig Moore for the crucial Champions league return leg against CSKA Moscow here.","en","news"
"VIEW: No monopoly on terrorism Rashed Rahman Pakistan, or for that matter any other country in the world, has no monopoly on being a victim of terrorism. In Dhaka to attend a conference of the South Asian Free Media Association (SAFMA), I was a witness One of Congo's four vice presidents announced Monday he was boycotting the country's national unity government,","en","news"
"Tax gain helps Toy  #39;R #39; Us Inc. post profit Toys  quot;R quot; Us Inc. the world #39;s largest toy-store chain, posted a second-quarter profit because of a tax gain. Sales dropped at the company, which said this month that it is considering leaving the toy business. Airline talks nose dive Pilots at US Airways blamed the company for a breakdown in concession negotiations over the weekend,","en","news"
"With the quest to surpass Mark Spitz out of the way, Michael Phelps could savor one of the greatest races in swimming history. Phelps claimed his second and third gold medals of the Athens Games on Tuesday, winning the. Olympic organizers have increased security inside all sports venues today after a Canadian,","en","news"
"And the big star was American Michael Phelps. Gatlin Wins 100 Meters; Greene Third Justin Gatlin ran the race of his life, barely holding off the field Sunday night to win the 100 meters in 9. Francis Obikwelu of Portugal got the silver Ulmer has golden glow Exhausted cyclist Sarah Ulmer is still on a high from taking gold at the Olympics in world record time.","en","news"
"but officials denied security was a reason. Iraqi Minister Escapes Assassination Attack A roadside bomb aimed at the Iraqi education ministers convoy exploded in western Baghdad today, killing one person and injuring two others, police said. Labor Conflict Looms at VW Carmaker Volkswagen could become the next venue for strikes after personnel chief Peter Hartz called for a two-year wage freeze Monday.","en","news"
"he looked up a comprehensive description on eMedicine. com, a Nebraska-based Web database of various diseases. Despite travel slump, online firms flourish Remember that economic downturn? 9/11? The war in Iraq? Spiking oil prices, and airline fuel surcharges? To installers of car stereos, auto systems sound fishy When Derek Kenney unhooked the radio in a customer's 2000 Cadillac Sedan DeVille DTS,","en","news"
"The International Olympic Committee, interested in protecting lucrative broadcasting contracts, forbids any activity that might upset the networks. Riddick's mixed bag of tricks The Chronicle of Riddick franchise is very mixed in terms of success and quality. AMD adds power saving at the high end Future Opteron processors will have power management technology from AMD #39;s laptop and desktop systems,","en","news"
"Costco faces sex discrimination suit An assistant manager at one of Costco #39;s Colorado warehouses filed a sex discrimination lawsuit against the Issaquah-based company yesterday, alleging that it overlooks women for promotion. BHP Billiton, the world #39;s biggest miner, more than doubled second-half profit as Chinese demand boosted commodity prices.","en","news"
"scientists said on Friday. File-sharing software off legal hook In a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies Western Drought Is Grounding Boaters Sarah Huston and her husband, Tom, spend their afternoons catching catfish and bass on Roosevelt Lake.","en","news"
"\(6753. T) says it has developed a new fat-busting microwave oven\that can melt some of your worries away. Morpheus claims landmark P2P legal victory A US court has upheld the legitimacy of peer-to-peer (P2P) file-sharing application Morpheus, finding against 28 of the world #39;s largest entertainment companies which had alleged that the P2P firm #39;s software violates copyright law.","en","news"
"The clerical fascists running the country have dropped just about all pretense of their atomic programs being energy-related only. Tehran announced in July that it had resumed making the centrifuges needed to produce highly enriched uranium, a key ingredient for nuclear bombs. Electronic Arts Breaking Out The company's stock is not as popular as Madden NFL 2005,","en","news"
"Lowe's Cos. &lt;LOW. N&gt;, the second-largest  home improvement retailer behind Home Depot Inc. &lt;HD. N&gt;, on  Monday said quarterly profit rose, but trailed estimates. Oil prices simmered near fresh highs  Monday even though early reports of victory for Venezuelan  President Hugo Chavez in a referendum on his rule eased fears  that unrest could upset the country's oil exports.","en","news"
"He was released pending an appeal. U. S. Shooter Wins Gold American Kim Rhode rallied in the final rounds to win the gold medal in double trap Wednesday, staking a unique claim as the first and last winner of the Olympic event. So much has changed in Alex Smith's life the past two years,","en","news"
"AU) said Tuesday that annual net profit rose 73 as gains from the sale of its local pub assets Don #39;t Get Burned Paying for a Hotspot Okay, no more excuses. Don #39;t even try telling your boss that your report is late because you couldn #39;t find an Internet connection.","en","news"
"Scholar Says What did the first Olympians eat? Food historians are scouring ancient texts to find out. U. S. Warrior Arms Africans to Hunt Sudanese Poachers Armed poachers from Sudan have been raiding and destroying neighboring Central African Republic's wildlife resources for years. Now, with the help of a militant U.","en","news"
"DaVita ready to expand dialysis services with \$3 billion deal US dialysis company DaVita Inc. a major employer in Pierce County, is poised to buy a Swedish health care companys dialysis operations in a \$3 billion deal, the Wall Street Journal reported Monday. United Airlines Likely to Terminate Pension Plans The cash-strapped airline said in a bankruptcy court filing today that it ""likely"" will be necessary to terminate and replace its employee pension plans.","en","news"
"Part 1 This article discusses Network Access Quarantine Control with Windows Server 2003, which allows administrators to quarantine mobile users before giving them full network access, by first ensuring these machines are up-to-date according to a baseline security model. Infocus: Data Driven Attacks Using HTTP Tunneling In this article we will look at a means to bypass the access control restrictions of a company's router or firewall.","en","news"
"Freddie Mac (FRE. N), the No. S. \mortgage finance company, on Wednesday said it may face civil\action from the U. S. Securities and Exchange Commission for\possible violations of securities laws. Nestle #39;s 1st-Half Net Profit Hits \$2. Switzerland Aug. which dampened. Google Inc. says its initial public shares are priced at \$85 each,","en","news"
"Fans and retailers alike are preparing for the assault of the most anticipated DVD of them all: the Star Wars Trilogy. Former MediaOne Group executives are exploring a class-action lawsuit over Cingular's insistence that AT amp;T Wireless stock options, issued by the millions to employees and former employees of MediaOne,","en","news"
"and fewer insurers should go bankrupt from paying out damages expected to reach the billions of dollars, state and industry officials said Saturday. They say previous premium increases and overhauls made because of Andrew, the most expensive natural disaster in U. S. After getting a first look at the widespread damage left behind by Hurricane Charley,","en","news"
"Security upgrade for airports EIGHT north-west airports will be issued with passenger screening equipment to boost security at regional airports, as part of a \$48 million package announced by the Federal Government yesterday. No changes are being made to the programme for Italian Prime Minister Silvio Berlusconi's visit to Libya this week despite Islamist threats,","en","news"
"At last, their efforts may pay off. After a Multitude of Tests, an Answer From Grandmother's Memory While the pediatrician worried that Beth might have a childhood muscular disorder, a grandmother made a diagnosis. Novartis: FDA OKs Expanded Zelnorm Use Swiss drug maker Novartis Pharma AG said Monday that the Food and Drug Administration approved another use for the company #39;s Zelnorm irritable bowel drug,","en","news"
"On his first birthday Thursday, giant panda cub Mei Sheng delighted visitors by playing for the first time in snow delivered to him at the San Diego Zoo. He also sat on his ice cake, wrestled with his mom, got his coat incredibly dirty, and didn't read any of the more than 700 birthday wishes sent him via e-mail from as far away as Ireland and Argentina.","en","news"
"Death demand for self-confessed plotter SOUTH African alleged mercenary leader Nick du Toit admitted yesterday that he had recruited personnel and taken charge of logistics for a coup attempt in Equatorial Guinea. Authorities in China are trying to calm fears over the spread of the deadly avian influenza strain H5N1 to pigs by stating that recent tests carried out on pig farms in the country have shown that the animals are now clear of the disease.","en","news"
"making a third day of falls as a more optimistic Iraq export  picture unwound some of the supply worries that have lifted the  market to historic levels. LATEST FUTURES NEWS Oil prices dipped below \$46 on Tuesday, making a third day of falls as a more optimistic Iraq export picture unwound some of the supply worries that have lifted the market to historic levels.","en","news"
"easing investors' fears  that costly oil would squeeze company profits and slow growth. Sirius Fumbling Sirius is looking to score with its NFL deal, but it is looking more like an incomplete pass. Citigroup Acquiring Texas Bank Citigroup Inc. which long has sought to expand its retail banking operations to Texas,","en","news"
"News: Technology Already Exists to Stabilize Global Warming Existing technologies could stop the escalation of global warming for 50 years and work on implementing them can begin immediately, according to an analysis by Princeton University scientists. (Princeton University press release) News: Future Heat Waves: More Severe, More Frequent, and Longer Lasting Heat waves in Chicago,","en","news"
"suggesting a protracted investigation that could produce more charges against the suspects, who were seized in raids across England two weeks ago. Cheese maker Bob Gilbert is struggling with his good fortune and his misfortune. Andy Roddick hit one last errant shot into the net and hung his head, his medal hopes over.","en","news"
"The dollar rose to its highest level  against the euro in two and a half weeks on Tuesday, extending  the previous day's gains before pulling back as investors grew  skittish ahead of U. S. economic data. Shake-up folds CSFB into parent ZURICH Credit Suisse Group, Switzerland #39;s second-biggest bank by assets after UBS,","en","news"
"European team starts to take shape Luke Donald made an early charge in a late bid to make his first Ryder Cup team, but now must wait one week to see if European captain Bernhard Langer finds him worthy of a captain #39;s pick. American Andre Agassi has withdrawn  from the TD Waterhouse Cup,","en","news"
"reporting and analysis, dashboards, data integration and BI application development. Group Formed to Track, Thwart IM Threats A group of Internet security and instant messaging providers have teamed up to detect and thwart the growing threat of IM and peer-to-peer viruses and worms, they said this week. Shuttle may fly without puncture repair kit NASA is working feverishly to return the space shuttle to flight in May 2005,","en","news"
"Tom Plate The Latest China Syndrome You can bet they have been salivating, waiting patiently for the delicious, divisive moment: for Cultural Revolution Two or Tiananmen Square Two. Armed men stormed into an art museum Sunday, threatened staff at gunpoint and stole Edvard Munch's famous paintings ""The Scream"" and ""Madonna"" before the eyes of stunned museum-goers.","en","news"
"His platform includes initiatives to help people buy homes, start businesses, hone job skills and set up tax-free retirement and health care accounts - plus a still unspecified tax-code overhaul. The U. S. men's basketball team endured another brutal loss. Explosions at Protest Rally in Bangladesh Kill 9 Several explosions ripped through a Bangladeshi opposition party rally here on Saturday,","en","news"
"extending her three-year undefeated streak in major international competition with an Olympic victory. Ichiro Suzuki, the hottest hitter in the Major Leagues since the All-Star break, was hit in the head by a pitch in the third inning Wednesday night and was removed from the Mariners game against the Royals.","en","news"
"Aug 18, BHP Billiton Ltd. /Plc. said on Wednesday its second-half net profit more than doubled on strong demand for industrial raw materials, and forecast sustained high prices for commodities. Clinton #39;s story boosts Borders The Ann Arbor-based bookseller reported Tuesday an 88. driven by strong sales of Clinton #39;s book  quot;My Life.","en","news"
"IBM tightening Eclipse, Java, Linux links IBM on Thursday will announce the release of a free tools bundle for Eclipse to make it easier to deploy Java applications on Linux. Microsoft delays upgrade REDMOND, Washington Microsoft has delayed the automated distribution of a major security upgrade to its Windows XP Professional computer operating system,","en","news"
"Small earthquake tremor felt in Greek capital The Athens Geodynamic Institute said the tremor had a preliminary magnitude of 4. about 70 kilometres northeast of Athens on the island of Evia. Rowing row simmers AUSTRALIA #39;S troubled women #39;s rowing crew last night publicly welcomed back Sally Robbins, but it was an unconvincing display.","en","news"
"Justine Henin-Hardenne of Belgium won the singles gold medal in tennis, beating Amelie Mauresmo of France 6-3, Maurice Greene flexed his arms, thumped his chest and gathered the media for a post-race announcement. quot;We #39;re going to have a party tomorrow and everybody #39;s invited -- I #39;m buying, quot; said the defending","en","news"
"the Defense Ministry said. HK government set to petition release of democrat jailed in China HONG KONG: The Hong Kong government is interceding with the mainland authorities for the release of a legislator who was arrested and jailed in Guangdong. Latham urges PM to remove public service gag MARK COLVIN:","en","news"
"Magna International chairman Frank Stronach on Monday shed little light on the departure of Brian Tobin, former Newfoundland and Labrador premier and former federal cabinet minister, from the Magna group. Report: Southwest to cut 88 flights; local impact unclear Southwest Airlines plans to cut 88 flights from its schedule starting Oct.","en","news"
"Election-year tactics like making anonymous phone calls or inventing make-believe groups to criticize the opponent now come with a higher price: the possibility of time in jail. United Nations employees called the attack on U. N. headquarters in Baghdad a year ago ""our Sept. "" The death toll of 22 may have been far lower than from the strikes in New York and Washington,","en","news"
"Qantas points to upbeat outlook Barring negative impacts on the aviation industry, such as global terrorism, Australia #39;s flagship carrier had an upbeat future, Qantas #39; chief executive Geoff Dixon said. More victims of Hurricane Charley returned to the devastation Friday, Red Cross officials said more help is needed. Qantas Doesn #39;t Need an Airline Replacement for BA,","en","news"
"A G. O. P. Senator Proposes a Plan to Split Up C. I. A. The proposed legislation would break up the C. I. A. and divide its responsibilities among three new spy agencies. Kerry TV Ad Pins Veterans' Attack Firmly on Bush The ad blames President Bush for a campaign by a ""front group"" of veterans that Senator John Kerry said had smeared his Vietnam record.","en","news"
"""That ad and every other ad"" run by such groups have no place in the campaign, Bush said when asked about the commercial sponsored by Swift Boat Veterans For Truth that has roiled the race for the White House. The highest-ranking Army reservist charged with abusing Iraqi detainees at Abu Ghraib prison said Monday he will plead guilty to some offenses because ""what I did was a violation of law.","en","news"
"Carl Pavano pitched six solid innings, hit a home run and drove in two runs to lead the Florida Marlins to an 8-3 win over the San Diego Padres on Sunday. Gold a family affair for champion Newbery Chantelle Newbery gave up diving after her son was born, but she returned to the sport,","en","news"
